Age;Title;Country;Ordered Quantity; Ordered Value ; Returned Value ; Average Order Quantitiy ; Average Order Value ;
33;Mister;Austria;113;5975.88;2212.57;2.83;149.40;
;Misses;Germany;113;61.37;3416.25;3.14;166.75;
27;Misses;Austria;113;4177.70;2578.32;2.51;92.82;
;Misses;Germany;113;6769.99;34.29;2.63;157.44;
58;Misses;Germany;113;13842.91;;11.30;1384.29;
53;Misses;Germany;113;4851.81;2794.95;7.63;33.24;
34;Misses;Austria;113;557.38;2929.85;3.55;136.69;
;Misses;Germany;113;833.80;4827.29;2.44;177.24;
38;Misses;Austria;113;663.11;2481.20;3.53;27.20;
;Misses;Germany;113;3122.36;1827.77;5.39;148.68;
;Misses;Germany;113;812.34;4446.25;2.55;147.32;
29;Misses;Germany;113;44.50;2755.67;3.42;133.33;
39;Mister;Austria;113;4689.77;1523.29;3.90;161.72;
;Misses;Germany;113;6865.71;2793.85;2.44;146.79;
48;Misses;Germany;113;4286.47;2321.96;8.69;329.73;
18;Mister;Germany;113;92.63;1557.20;2.46;2.14;
;Misses;Germany;113;7542.17;2181.66;2.36;153.92;
;Misses;Germany;113;7456.76;3599.96;1.98;13.82;
;Misses;Germany;113;8313.92;4447.69;2.22;163.18;
;Misses;Germany;113;6364.25;2677.90;2.18;113.65;
58;Misses;Germany;113;16824.55;13821.60;1.95;29.78;
61;Misses;;113;835.45;355.52;2.46;18.55;
;Misses;Germany;113;735.00;3875.96;2.17;141.35;
57;Misses;Germany;112;8483.91;4711.30;4.00;33.00;
33;Misses;Austria;112;4646.17;1487.90;3.29;136.65;
41;Misses;Austria;112;9945.19;5166.14;1.84;163.36;
;Misses;Germany;112;7915.27;6257.80;4.38;34.43;
41;Misses;Austria;112;8892.50;457.47;2.49;197.61;
;Misses;Germany;112;7174.19;3734.44;2.65;166.84;
31;Mister;Germany;112;12767.43;1113.64;2.95;335.99;
46;Mister;;112;7633.63;1944.16;1.65;112.26;
54;Misses;Germany;112;421.75;1469.91;1.93;72.44;
;Mister;Germany;112;6681.25;4778.95;2.80;167.31;
;Misses;Germany;112;8433.25;3124.48;2.33;175.69;
;Misses;Germany;112;69.65;257.59;2.24;121.81;
39;Misses;Germany;112;24964.28;21562.75;8.00;1783.16;
;Misses;Germany;112;811.44;395.41;2.75;15.27;
;Misses;Germany;112;1868.64;7246.41;2.49;241.53;
27;Misses;Germany;112;4156.79;733.94;1.87;69.28;
39;Misses;Austria;112;6932.20;316.93;1.93;119.52;
41;Mister;Germany;112;3931.26;1779.57;9.33;327.65;
;Misses;Germany;112;9755.88;4635.41;2.80;243.90;
;Misses;Germany;112;7933.98;5667.11;2.80;198.35;
;Misses;Germany;112;863.38;4667.79;2.38;183.63;
;Misses;Germany;112;573.34;3127.14;3.27;154.87;
52;Misses;Germany;112;3885.20;3364.80;8.62;298.85;
;Misses;Poland;112;6965.85;279.00;1.72;17.17;
29;Mister;;112;6613.15;2713.31;1.84;18.41;
54;Misses;Poland;112;7927.75;3225.21;2.80;198.19;
37;Mister;;112;126.55;4116.85;1.84;168.26;
33;Mister;Germany;112;11553.86;5465.47;22.40;231.77;
;Misses;Germany;112;729.85;4129.96;3.20;26.00;
;Misses;Germany;111;5649.82;1423.51;3.83;156.94;
39;Misses;Austria;111;4389.23;2416.40;5.29;29.20;
37;Misses;Germany;111;479.14;3882.49;6.94;299.38;
;Misses;Germany;111;587.57;334.42;3.36;175.99;
;Misses;Germany;111;591.29;3162.28;3.59;19.36;
43;Misses;Germany;111;5974.88;5251.37;5.84;314.47;
34;Misses;Germany;111;1296.67;8428.15;4.44;411.87;
39;Misses;Germany;111;553.70;4474.96;11.10;55.37;
;Misses;Poland;111;441.40;1552.80;2.77;17.58;
;Misses;Germany;111;8246.38;2.73;2.18;161.69;
43;Misses;;111;8466.20;3745.20;2.36;18.13;
;Misses;Germany;111;9545.15;5631.41;2.47;212.11;
43;Misses;Austria;111;4251.18;1334.44;6.53;25.69;
;Misses;Germany;111;8264.80;4675.48;2.94;155.93;
51;Misses;Austria;111;6375.96;2524.98;2.36;135.66;
;Misses;Germany;111;688.37;2897.59;3.36;28.50;
;Misses;Germany;111;7439.43;3277.41;2.36;158.29;
;Misses;Germany;111;6829.89;2887.50;2.13;131.34;
;Misses;Germany;111;1462.93;7776.88;2.18;19.24;
56;Misses;Germany;111;6378.18;5134.44;4.83;277.31;
43;Misses;Germany;111;982.15;8176.81;3.83;338.52;
;Misses;Germany;111;9681.89;533.23;2.85;248.25;
;Misses;Germany;111;6539.13;2894.40;2.94;123.38;
;Misses;Germany;111;6823.89;1351.79;2.27;139.26;
31;Misses;Austria;111;6429.40;394.17;2.78;16.73;
;Misses;Germany;111;8433.49;642.34;2.78;21.84;
;Misses;Germany;111;9678.51;4863.00;2.56;179.23;
45;Misses;Austria;111;6743.79;2936.63;2.78;168.59;
33;Misses;Austria;111;4549.97;238.84;3.59;146.77;
25;Misses;Austria;11;5811.29;2679.15;2.50;132.75;
51;Misses;Germany;11;5226.87;3485.25;4.40;29.75;
;Misses;Germany;11;432.69;234.20;3.56;119.52;
;Misses;Germany;11;6375.83;3717.00;3.24;187.52;
;Misses;Germany;11;839.64;2697.33;2.44;178.66;
;Misses;Germany;11;7943.65;431.32;2.37;147.15;
;Misses;Germany;11;8593.90;1379.85;3.93;36.93;
32;Misses;Germany;11;6578.98;357.31;1.55;92.66;
39;Misses;Germany;11;6366.89;4923.60;3.24;187.26;
;Misses;Germany;11;938.83;272.21;1.90;155.84;
53;Misses;Germany;11;7177.16;4264.36;2.83;184.30;
;Misses;Germany;11;6211.36;295.00;1.90;17.92;
69;Misses;;11;155.90;4754.59;1.93;176.42;
;Misses;Germany;11;7927.79;4712.70;2.89;28.63;
;Misses;Germany;11;6912.90;3122.54;3.14;197.51;
;Misses;Germany;11;613.79;2956.62;2.44;136.24;
46;Misses;Germany;11;47.84;2755.40;7.86;286.27;
;Misses;Germany;11;113.88;5291.53;1.86;171.80;
;Misses;Germany;11;8788.41;3226.39;1.96;156.94;
;Misses;Germany;11;7296.95;278.66;1.83;121.62;
29;Mister;Austria;11;5176.21;179.18;4.78;225.53;
28;Misses;Austria;11;172.77;5448.47;1.83;165.13;
32;Mister;Austria;11;5941.86;1767.94;3.33;18.56;
52;Mister;;11;6636.99;1178.93;2.75;125.23;
46;Misses;Germany;19;492.38;319.34;3.76;169.48;
47;Mister;Austria;19;4464.70;181.26;3.63;148.82;
54;Misses;Germany;19;6866.86;2757.48;3.76;236.79;
;Misses;Germany;19;719.65;2859.50;3.11;2.56;
27;Misses;Germany;19;5539.91;919.95;21.80;117.98;
;Misses;Germany;19;7619.50;3744.18;2.22;155.50;
;Misses;Germany;19;634.66;259.63;2.79;161.66;
;Misses;Germany;19;468.81;193.63;2.73;117.23;
;Misses;Germany;19;7814.50;4199.84;3.28;217.69;
;Misses;Germany;19;6963.64;3777.76;2.22;142.12;
;Misses;Germany;19;7556.21;4836.13;2.53;175.73;
;Misses;Germany;19;6595.16;2994.50;1.76;16.37;
;Misses;Germany;19;939.21;4425.54;2.53;21.21;
;Misses;Austria;19;5478.98;2391.92;1.88;94.47;
36;Misses;Germany;19;479.61;3463.70;8.38;368.58;
;Misses;Germany;19;696.92;3552.69;2.48;156.98;
32;Misses;Austria;19;3455.76;288.40;4.36;138.23;
29;Misses;Germany;19;12579.95;1924.41;3.52;45.85;
47;Misses;Austria;19;6692.80;2171.52;3.63;223.93;
38;Misses;Germany;19;4196.44;3163.16;5.45;29.82;
;Misses;Germany;19;762.78;3566.57;2.18;152.42;
26;Mister;;18;6435.92;2132.66;1.54;91.94;
;Misses;Germany;18;11584.87;947.50;4.50;482.73;
;Misses;Germany;18;7828.81;4153.87;1.84;132.69;
42;Misses;Germany;18;333.40;2154.86;7.71;235.93;
;Misses;Germany;18;8379.00;5211.90;2.63;24.37;
;Misses;Germany;18;727.32;4218.79;2.70;181.76;
4;Misses;Austria;18;5937.67;2674.29;3.86;169.65;
;Misses;Germany;18;15.39;6712.85;2.77;257.72;
47;Misses;Germany;18;4523.37;1498.90;2.45;12.84;
42;Misses;Germany;18;7327.51;5524.83;4.15;281.83;
;Misses;Germany;18;6134.11;3911.45;3.18;18.42;
;Misses;Germany;18;775.91;2213.69;2.12;151.96;
67;Misses;;18;8421.63;4125.49;1.64;127.65;
;Misses;Germany;18;6548.48;3852.24;2.51;152.29;
;Misses;Germany;18;7675.32;3475.40;2.25;159.93;
;Misses;Germany;18;7118.40;414.91;2.16;142.37;
;Misses;Germany;18;8442.89;4963.95;2.00;156.35;
;Misses;Germany;18;9128.15;39.41;2.84;24.21;
;Misses;Germany;18;7694.19;3125.22;2.25;16.30;
27;Misses;Austria;18;512.20;1465.78;2.40;113.78;
;Misses;Germany;18;8473.80;3987.20;1.89;148.66;
;Misses;Germany;18;765.48;3199.59;1.74;123.39;
36;Misses;Austria;18;7562.29;491.33;3.00;21.64;
;Misses;Germany;18;7577.63;3956.37;2.16;151.55;
;Misses;Germany;18;1324.92;7918.28;3.18;33.67;
;Misses;Germany;18;7796.87;4663.70;2.30;165.90;
;Mister;Germany;18;644.96;432.30;3.38;188.95;
45;Misses;Austria;18;5961.67;3199.99;2.77;152.86;
;Misses;Germany;18;71.90;3213.52;2.77;136.56;
43;Misses;Germany;18;7782.92;4974.46;7.71;555.92;
;Misses;Germany;18;859.58;259.00;6.00;447.75;
;Misses;Germany;18;1114.62;3185.36;2.63;246.70;
;Misses;Germany;18;757.25;4171.30;2.45;17.62;
;Misses;Germany;18;8238.18;4526.47;3.00;228.84;
57;Misses;Germany;18;621.60;3862.78;5.40;31.80;
54;Misses;Germany;18;5671.84;2369.63;4.32;226.87;
25;Mister;Austria;18;667.11;5986.54;7.20;444.67;
46;Misses;Austria;17;674.17;2979.21;2.97;186.23;
31;Misses;Austria;17;7214.84;2424.91;5.35;36.74;
31;Mister;Germany;17;783.00;;2.74;2.77;
;Misses;Germany;17;7531.99;414.59;2.33;163.74;
;Misses;Germany;17;6768.15;353.27;2.82;178.19;
;Misses;Germany;17;6259.58;3784.24;2.74;16.53;
47;Misses;Germany;17;639.38;3812.64;5.94;335.52;
52;Mister;Germany;17;6885.50;2259.79;3.15;22.51;
;Misses;Germany;17;517.95;2336.14;2.18;15.53;
;Misses;Germany;17;7471.22;3976.85;2.23;155.65;
39;Misses;Germany;17;1122.20;898.90;5.35;56.11;
;Misses;Germany;17;16635.52;1761.98;3.69;573.64;
;Misses;Germany;17;767.90;3772.59;1.88;134.58;
4;Misses;Austria;17;8523.52;4244.72;3.57;243.53;
;Misses;Germany;17;567.95;1752.61;2.70;138.32;
53;Misses;Germany;17;846.34;4519.82;1.92;15.11;
;Misses;Germany;17;6137.12;3387.29;2.89;165.87;
49;Misses;Austria;17;7442.95;3577.84;1.98;137.83;
;Misses;Germany;17;156.30;569.46;3.15;295.77;
58;Misses;Netherlands;17;1453.93;892.17;2.43;237.59;
;Mister;Germany;17;5976.17;2115.76;2.68;149.44;
;Misses;Germany;17;6466.52;3927.67;2.55;153.96;
4;Misses;Poland;17;147.94;;17.00;147.94;
46;Misses;Austria;17;5936.27;264.17;4.12;228.32;
41;Misses;Germany;17;3662.67;1858.14;2.74;93.91;
;Misses;Germany;17;9573.80;6224.83;2.38;212.74;
54;Misses;Germany;17;4854.49;2513.42;6.69;33.46;
;Misses;Germany;17;6192.84;3335.53;2.74;158.80;
;Misses;Germany;17;7912.42;367.80;2.43;179.83;
48;Misses;Austria;17;1986.10;6123.99;2.55;261.57;
;Misses;Germany;17;5945.49;29.19;1.70;94.37;
32;Misses;;17;1452.53;544.30;1.75;171.35;
;Misses;Germany;17;7295.57;273.62;2.18;148.89;
;Misses;Germany;17;462.84;2532.89;2.70;112.26;
45;Misses;Germany;17;725.93;455.40;3.57;234.20;
44;Misses;Germany;17;4763.62;3197.50;3.69;164.26;
33;Misses;Austria;16;723.43;3974.81;2.59;171.33;
;Misses;Germany;16;9917.43;634.78;1.80;168.92;
;Misses;Germany;16;669.76;2683.53;1.89;119.48;
46;Misses;Germany;16;4763.71;21.86;4.77;183.22;
;Misses;Germany;16;8314.94;4449.51;2.50;188.98;
31;Mister;Germany;16;229.14;1135.30;9.64;2.84;
;Misses;Germany;16;7446.34;4182.60;2.26;158.43;
44;Mister;;16;53.30;229.48;1.89;94.65;
;Misses;Germany;16;723.98;3267.12;2.16;147.57;
;Mister;Germany;16;5489.92;2692.49;3.53;183.00;
;Misses;Germany;16;97.87;594.37;2.38;173.23;
;Misses;Germany;16;724.17;4724.86;2.94;2.12;
;Misses;Germany;16;6477.79;4163.27;5.48;38.47;
54;Misses;Germany;16;88.87;433.80;4.77;38.33;
;Misses;Germany;16;8365.25;419.85;1.86;146.76;
38;Misses;Germany;16;4214.88;2425.28;7.57;31.63;
26;Misses;Austria;16;5632.30;2859.57;4.24;225.28;
27;Misses;Austria;16;599.86;234.63;2.59;146.12;
;Misses;Germany;16;5951.57;3947.36;3.21;18.36;
38;Misses;;16;8497.41;416.36;2.50;193.12;
;Misses;Germany;16;9845.25;4993.39;2.52;234.42;
46;Misses;Germany;16;8337.83;5516.19;4.82;378.99;
51;Misses;Austria;16;4328.61;2189.94;2.28;9.18;
43;Misses;Germany;16;9758.43;9133.51;5.48;464.69;
59;Misses;Austria;16;662.93;286.13;2.86;163.86;
;Misses;Germany;16;191.43;7535.35;2.36;242.45;
;Misses;Germany;16;8153.43;4177.49;2.00;153.84;
53;Misses;Austria;16;8216.52;3728.44;3.21;248.99;
54;Misses;Germany;16;8195.94;5734.34;2.36;182.13;
;Misses;Germany;16;9781.33;5427.35;3.12;287.69;
47;Misses;Austria;16;7433.20;3854.35;2.36;165.18;
;Misses;Germany;15;6956.84;3472.56;1.94;128.83;
36;Misses;Germany;15;2591.12;98.77;7.00;172.74;
;Mister;Germany;15;4595.49;2473.50;2.84;124.22;
;Misses;Germany;15;8799.93;4437.10;2.59;172.55;
;Misses;Germany;15;748.22;3343.59;1.75;117.47;
48;Misses;Germany;15;11668.13;6529.46;2.76;37.57;
;Misses;Germany;15;5813.78;2778.83;2.33;129.20;
;Misses;Germany;15;835.21;524.20;3.18;253.37;
;Misses;Germany;15;6843.65;1639.68;2.76;18.97;
;Misses;Germany;15;7132.50;3655.90;3.00;23.79;
55;Misses;Germany;15;7393.20;3764.62;3.88;217.44;
41;Misses;Germany;15;4338.51;313.31;2.44;1.90;
;Mister;Germany;15;635.50;2853.11;5.25;315.25;
64;Misses;Germany;15;311.75;2611.96;1.50;31.18;
;Misses;Germany;15;6561.25;3548.91;2.19;136.69;
45;Misses;Austria;15;4519.85;1992.37;3.28;141.25;
41;Misses;Germany;15;4919.19;2862.67;5.53;258.95;
;Misses;Germany;15;8245.13;4334.72;2.92;229.31;
;Misses;Germany;15;6527.86;22.68;2.19;125.54;
;Misses;Germany;15;7216.20;4687.96;2.33;16.36;
;Misses;Germany;15;6199.65;3148.33;3.28;193.74;
;Misses;Germany;15;5937.65;3277.49;2.44;138.85;
;Misses;Germany;15;6612.78;3547.20;2.23;14.70;
44;Misses;Austria;15;569.61;332.17;3.18;153.62;
38;Misses;Poland;15;11741.76;7471.92;17.50;1956.96;
;Misses;Germany;15;839.94;4936.44;2.00;151.90;
;Misses;Germany;15;6741.69;3335.62;2.10;134.83;
;Misses;Germany;14;7474.34;1782.75;2.12;152.54;
;Misses;Austria;14;6685.70;1749.68;1.90;121.56;
36;Mister;Germany;14;18.56;;14.00;18.56;
48;Misses;Germany;14;8353.99;5795.99;3.47;278.47;
31;Mister;Poland;14;9246.92;;2.80;1849.38;
;Mister;Germany;14;4648.10;2344.50;3.85;172.15;
;Misses;Germany;14;5545.42;312.89;2.12;113.17;
36;Misses;Germany;14;8875.13;723.65;3.25;277.35;
;Misses;Germany;14;8146.88;4183.59;1.82;142.93;
53;Misses;Germany;14;8952.30;6811.51;2.97;255.78;
;Misses;Germany;14;72.93;2491.62;1.58;16.15;
;Misses;Germany;14;9829.10;639.79;2.31;218.42;
61;Misses;;14;6519.67;224.25;1.28;8.49;
;Misses;Germany;14;746.21;4745.94;2.67;191.29;
;Misses;Germany;14;4441.14;2182.83;2.82;12.38;
;Misses;Germany;14;535.35;1742.46;2.48;119.89;
;Misses;Germany;14;5292.65;192.16;3.71;189.23;
31;Misses;Germany;14;3285.83;1173.90;13.00;41.73;
;Misses;Germany;14;9991.18;4914.58;2.00;192.14;
;Misses;Germany;14;869.92;3965.61;2.12;177.37;
54;Misses;Austria;14;6457.57;289.21;2.27;14.38;
;Misses;Germany;14;514.72;2397.10;2.89;139.30;
;Misses;Germany;14;9772.96;526.55;2.27;212.46;
53;Misses;Austria;14;5356.87;299.91;2.82;144.78;
;Misses;Germany;14;6866.20;327.58;2.60;171.66;
;Misses;Germany;14;6222.74;235.35;2.60;155.57;
53;Mister;Austria;13;527.70;1568.27;3.12;157.79;
51;Misses;Austria;13;522.16;1642.11;2.40;12.98;
49;Misses;Germany;13;438.76;2374.51;4.68;195.85;
;Misses;Germany;13;681.43;374.72;2.24;147.86;
;Misses;Germany;13;896.40;655.61;3.12;269.88;
;Misses;Germany;13;62.64;1742.23;1.87;19.47;
;Misses;Germany;13;6818.59;354.90;2.24;148.23;
;Mister;Germany;13;7624.57;3455.29;3.81;282.39;
48;Misses;Germany;13;7937.90;4339.92;1.57;12.26;
34;Misses;Austria;13;492.73;1622.37;3.12;149.11;
;Mister;Germany;13;58.96;2157.65;3.12;175.79;
48;Misses;Germany;13;472.36;2769.24;6.87;271.50;
28;Misses;Austria;13;5876.50;2312.99;2.94;167.89;
47;Misses;Austria;13;6122.30;2233.56;2.15;127.54;
;Misses;Germany;13;5356.10;2573.84;2.94;153.31;
;Misses;Germany;13;7479.58;367.40;2.15;155.82;
25;Misses;Austria;13;6451.14;1173.58;2.72;169.77;
;Misses;Germany;13;651.41;3167.73;2.60;121.28;
;Misses;Germany;13;8567.60;4948.64;2.60;171.34;
4;Misses;Germany;13;415.32;2391.23;8.58;334.61;
;Misses;Germany;13;8122.40;2515.21;2.15;169.29;
;Misses;Germany;13;7785.27;2924.75;1.75;131.95;
;Misses;Germany;13;7951.57;61.17;2.24;172.86;
;Misses;Germany;13;6197.36;2772.72;2.60;123.95;
;Misses;Germany;13;963.85;6994.50;2.72;253.44;
;Misses;Germany;13;5593.96;1774.78;2.78;151.19;
4;Misses;;13;817.40;369.36;2.15;167.22;
37;Misses;Austria;13;837.73;5918.70;1.58;127.81;
;Misses;Germany;13;7891.47;287.23;1.94;148.90;
43;Misses;Austria;13;6231.37;3185.16;3.22;194.73;
;Misses;Germany;13;6987.43;2784.88;2.29;155.28;
58;Misses;Germany;13;9433.46;4512.61;2.12;192.52;
;Misses;Germany;13;7629.34;275.40;2.20;149.59;
;Misses;Germany;13;773.15;33.66;2.20;138.69;
;Misses;Germany;12;5961.73;272.56;1.79;14.59;
46;Misses;Germany;12;6568.42;3752.75;4.25;273.68;
52;Misses;Poland;12;3255.50;2491.92;11.33;361.67;
;Misses;Germany;12;6116.87;327.98;2.17;13.15;
;Misses;Germany;12;5996.40;2974.16;4.00;181.80;
;Misses;Germany;12;494.78;1165.81;3.52;169.13;
29;Mister;Austria;12;7182.42;35.88;3.64;256.52;
58;Mister;Austria;12;5194.98;3777.38;17.00;865.83;
56;Misses;Poland;12;3611.86;2114.57;6.00;212.46;
31;Misses;Germany;12;755.63;5177.72;3.19;235.96;
26;Misses;Austria;12;5119.61;3135.59;3.29;165.15;
;Mister;Germany;12;3349.28;1641.29;6.80;223.29;
;Misses;Germany;12;7848.73;517.49;2.82;16.18;
;Misses;Germany;12;655.23;3372.63;2.37;14.82;
;Misses;Germany;12;7547.34;3378.91;2.17;16.58;
55;Misses;Germany;12;7696.27;473.24;3.92;296.14;
;Misses;Germany;12;5244.36;1938.53;3.19;163.89;
;Misses;Germany;12;641.10;3559.96;4.00;183.64;
;Misses;Germany;12;7132.98;4423.39;2.49;173.98;
;Misses;Germany;12;6122.20;2294.76;1.92;115.51;
57;Mister;Germany;12;9839.48;5559.87;1.20;983.95;
;Misses;Germany;12;5678.24;2986.67;1.89;15.15;
33;Misses;Germany;12;496.42;2949.11;3.52;141.26;
28;Mister;Austria;12;4667.50;2772.14;3.00;137.27;
28;Mister;;12;11.22;5911.20;2.49;244.15;
51;Misses;Austria;12;7859.66;2641.46;2.27;174.66;
;Misses;Germany;12;611.98;4179.91;2.49;149.48;
53;Misses;Germany;12;568.50;385.93;1.55;84.97;
;Misses;Germany;12;7141.46;437.47;3.64;255.52;
;Misses;Germany;12;7411.74;5277.34;2.91;211.76;
;Misses;Germany;12;7751.66;3917.75;1.85;14.94;
;Misses;Germany;12;6546.78;362.33;2.82;133.68;
;Misses;Germany;12;5437.98;3382.48;3.78;21.47;
43;Misses;Austria;12;6593.67;2482.14;2.83;183.16;
6;Misses;Germany;12;5317.14;2474.32;4.43;231.18;
5;Misses;Germany;12;1199.63;7679.29;2.76;299.99;
;Misses;Germany;12;5994.77;2731.77;2.32;136.24;
44;Misses;Austria;12;5415.94;3467.22;2.55;135.40;
;Misses;Germany;11;6373.90;2243.29;2.20;127.46;
;Misses;Germany;11;3696.59;1424.65;2.24;82.15;
;Misses;Germany;11;959.60;5824.10;1.98;177.63;
;Misses;Germany;11;6132.82;2554.30;2.14;127.77;
39;Misses;Germany;11;3591.80;2637.70;5.32;189.42;
;Misses;Germany;11;4225.67;175.90;2.15;89.98;
49;Misses;Germany;11;3869.59;2775.10;2.15;82.33;
55;Mister;;11;9566.75;3971.85;2.14;199.37;
25;Misses;;11;7328.32;3232.41;1.84;13.86;
;Misses;Germany;11;8134.69;3635.25;2.59;28.58;
49;Misses;Netherlands;11;589.73;4458.96;7.21;414.99;
55;Misses;Austria;11;432.20;254.30;9.18;366.55;
;Misses;Germany;11;594.17;3185.75;2.46;144.41;
34;Misses;Austria;11;7634.50;2326.19;2.89;218.13;
7;Mister;Germany;11;3335.62;264.60;6.31;28.48;
;Mister;Germany;11;4426.78;1524.96;3.75;163.95;
57;Misses;Austria;11;4281.17;15.25;5.61;237.84;
52;Misses;Germany;11;7773.53;6212.50;3.37;259.12;
33;Misses;Austria;11;544.99;2468.17;2.89;144.14;
;Misses;Poland;11;4928.95;239.76;3.26;159.00;
;Misses;Germany;11;9231.99;7159.25;2.20;2.70;
54;Misses;Austria;11;67.47;2857.69;2.86;166.87;
32;Misses;Austria;11;768.54;397.99;2.59;181.24;
;Misses;Germany;11;871.70;73.95;3.67;31.78;
42;Misses;Germany;11;5226.59;3438.77;11.22;58.73;
;Misses;Germany;11;5562.90;2934.95;2.45;132.44;
;Misses;Germany;11;6569.50;2248.57;2.59;168.44;
41;Misses;Austria;11;127.89;3253.10;2.15;217.19;
;Misses;Germany;11;7966.86;3588.58;2.46;194.31;
48;Mister;;11;597.96;1813.65;1.84;17.42;
62;Misses;Poland;11;1489.27;;5.50;74.46;
45;Mister;;11;517.36;338.96;2.15;16.75;
;Misses;Austria;11;5732.47;1563.77;1.84;14.23;
;Misses;Germany;11;9155.80;4584.70;2.46;223.29;
29;Mister;Germany;11;2392.12;217.96;1.10;239.21;
53;Misses;Germany;11;4457.62;1798.62;3.67;159.27;
5;Misses;Austria;11;5667.20;2421.50;2.86;157.42;
37;Misses;Austria;11;4949.52;2449.28;3.67;176.77;
32;Misses;Germany;1;4582.60;2975.21;5.56;254.59;
;Misses;Germany;1;7857.77;3831.13;2.48;16.36;
43;Misses;Austria;1;6391.67;3412.70;2.56;163.89;
;Misses;Germany;1;9759.60;6339.28;2.00;195.18;
43;Mister;;1;665.14;2673.68;1.82;12.93;
41;Misses;Germany;1;439.10;776.91;7.14;37.79;
;Misses;Germany;1;897.51;523.48;3.45;279.22;
32;Misses;Germany;1;592.15;495.96;1.00;592.15;
;Misses;Germany;1;5124.70;2897.16;2.50;128.12;
;Misses;Germany;1;6168.50;2432.70;3.45;212.77;
52;Misses;Germany;1;521.79;2282.45;2.63;137.13;
37;Misses;Germany;1;5626.72;3358.49;1.89;16.16;
32;Misses;Germany;1;4934.32;2861.60;4.35;214.54;
;Misses;Germany;1;7414.22;4111.30;1.82;134.84;
49;Misses;Austria;1;6226.54;4677.92;2.94;183.13;
54;Misses;Germany;1;7198.50;3777.46;2.73;194.55;
;Misses;Germany;1;5196.47;3213.41;3.57;185.59;
3;Misses;Austria;1;6354.79;2938.60;2.39;151.35;
33;Mister;;1;499.98;156.43;1.89;92.64;
54;Misses;Germany;1;9586.41;6463.28;2.63;252.27;
37;Misses;Austria;1;5939.54;3568.79;3.13;185.62;
4;Misses;Austria;1;4767.30;1585.27;3.33;144.46;
47;Misses;Austria;1;5824.90;2855.60;3.45;2.86;
;Misses;Germany;1;6462.26;2312.98;2.56;165.70;
;Misses;Germany;1;573.58;219.74;3.57;181.20;
58;Misses;Austria;1;441.18;1553.49;5.00;22.59;
38;Misses;Austria;1;5989.98;3249.77;3.45;26.55;
;Misses;Germany;1;962.39;5742.92;2.83;2.50;
5;Misses;Austria;1;684.58;1931.31;2.63;18.15;
;Misses;Germany;1;1134.48;3943.65;2.00;22.69;
28;Misses;Austria;1;4835.88;248.83;2.94;142.23;
35;Misses;Germany;1;7623.80;51.62;8.33;635.26;
;Misses;Germany;1;6724.32;2844.89;2.27;152.83;
;Misses;Germany;1;771.48;2823.64;2.63;22.97;
;Misses;Germany;1;6371.90;45.99;2.22;141.58;
26;Misses;Austria;1;6455.23;175.74;2.50;161.39;
;Misses;Germany;1;6827.98;3382.61;2.17;148.43;
;Misses;Germany;1;516.99;2915.35;8.33;418.83;
3;Misses;Germany;1;963.98;7547.77;3.85;369.38;
36;Mister;;1;6971.90;2627.29;2.63;183.45;
;Mister;Germany;1;4952.68;317.88;5.56;275.15;
;Misses;Germany;99;7286.00;2868.63;2.16;155.21;
;Misses;Germany;99;935.21;3986.75;2.20;26.78;
;Misses;Germany;99;512.75;2729.80;1.83;94.83;
;Mister;Germany;99;63.20;3948.27;4.71;285.87;
3;Misses;Germany;99;2326.31;159.56;5.22;122.44;
33;Mister;Germany;99;592.67;3678.32;1.65;98.38;
37;Misses;Germany;99;3532.81;2455.65;16.50;588.82;
;Misses;Germany;99;5823.66;2675.70;2.16;123.98;
4;Misses;Germany;99;4574.20;2365.88;4.71;217.82;
;Misses;Germany;99;5781.41;184.82;2.63;12.45;
34;Mister;;99;735.37;3461.54;1.94;141.35;
53;Misses;Germany;99;3951.38;221.93;6.60;263.43;
49;Misses;Austria;99;5448.49;328.49;2.75;151.35;
;Misses;Germany;99;5622.64;24.37;2.68;151.96;
;Misses;Germany;99;7195.50;289.13;2.16;153.96;
61;Misses;Germany;99;5113.30;284.93;4.50;232.41;
45;Misses;Germany;99;2378.60;1622.94;19.80;475.72;
46;Misses;Germany;99;5967.00;3394.97;2.91;175.50;
;Misses;Germany;99;7319.10;454.59;3.94;228.72;
;Misses;Germany;99;669.18;2673.25;1.77;113.95;
44;Misses;Germany;99;6393.69;4722.39;8.25;532.88;
27;Misses;Austria;99;7379.61;3261.91;2.83;21.85;
;Misses;Germany;99;779.12;5136.20;3.00;233.70;
;Misses;Germany;99;6618.73;3799.53;2.75;183.85;
;Misses;Germany;99;6188.87;1974.95;1.94;121.35;
;Misses;Germany;99;514.51;1477.51;1.83;95.19;
;Misses;Germany;99;5314.51;2256.65;2.16;113.75;
47;Misses;Germany;99;453.30;2868.99;4.34;196.97;
24;Misses;Austria;99;4558.48;2237.24;3.94;142.45;
55;Misses;Germany;99;5487.42;1943.67;4.34;238.58;
32;Misses;Germany;99;2122.21;1686.29;9.00;192.93;
;Misses;Germany;99;434.61;2376.13;2.20;95.66;
