Age;Title;Country;Ordered Quantity;Ordered Value in Euro;Returned Value in Euro;Average Order Quantitiy;Average Order Value in Euro
;Misses;Germany;117;5669,40;2932,86;2,79;134,99
25;Mister;Germany;117;9836,24;71,99;1,89;158,65
;Misses;Germany;117;8556,44;5336,32;2,49;182,05
;Misses;Germany;117;7786,94;4910,57;3,44;229,03
31;Mister;;117;10042,32;2493,41;2,49;213,67
33;Misses;Germany;116;5833,08;3905,76;7,25;364,57
22;Misses;;116;8027,77;3017,52;1,63;113,07
37;Misses;Germany;116;5272,43;3252,71;3,22;146,46
;Misses;Germany;116;11456,21;5910,01;1,63;161,36
45;Misses;Germany;116;6918,32;3618,03;4,46;266,09
;Misses;Germany;116;5897,49;2643,55;2,76;140,42
;Misses;Germany;116;6192,29;2980,13;2,90;154,81
35;Mister;Germany;116;9920,84;7999,14;9,67;826,74
;Misses;Poland;116;12744,18;4648,81;6,44;708,01
;Misses;Germany;116;6758,82;4126,42;2,76;160,92
;Misses;Germany;116;6323,97;3598,95;2,58;140,53
43;Misses;Germany;116;5717,53;4096,84;6,11;300,92
45;Misses;Poland;116;5256,26;3143,58;1,10;50,06
39;Misses;;116;8099,81;3095,35;2,23;155,77
;Misses;Germany;116;6694,84;1410,36;2,64;152,16
;Misses;Germany;116;9314,70;4953,48;1,71;136,98
57;Misses;Germany;116;5994,22;4933,37;3,31;171,26
57;Misses;Austria;116;5765,72;1590,87;2,70;134,09
24;Misses;;116;7781,34;3989,06;1,87;125,51
;Misses;Germany;116;7680,04;2482,31;1,81;120,00
;Misses;Germany;115;7424,42;3122,73;1,83;117,85
;Misses;Germany;115;9929,50;4758,24;2,02;174,20
;Misses;Germany;115;7544,81;2774,60;1,95;127,88
49;Misses;Germany;115;8383,85;5527,72;8,85;644,91
48;Misses;Austria;115;7097,66;2105,42;2,74;168,99
;Misses;Germany;115;9008,03;4005,02;2,80;219,71
;Misses;Germany;115;6531,34;3266,94;2,21;125,60
52;Misses;Austria;115;5780,73;1907,47;3,29;165,16
32;Misses;Austria;115;6613,68;2803,95;3,03;174,04
30;Misses;Austria;115;5697,65;3611,70;3,11;153,99
47;Misses;Austria;115;8230,64;3610,04;2,30;164,61
;Misses;Germany;115;9827,08;4818,53;1,98;169,43
;Misses;Germany;115;6598,33;2829,61;2,13;122,19
32;Misses;Austria;115;6431,85;3665,98;2,50;139,82
52;Misses;Germany;115;6299,60;3612,40;8,85;484,58
;Misses;Germany;115;7573,87;4385,81;2,30;151,48
;Misses;Germany;115;6295,83;3699,22;2,88;157,40
;Misses;Germany;115;9053,96;3673,14;2,35;184,77
;Misses;Germany;115;8429,43;3556,31;2,35;172,03
;Misses;Germany;115;8173,92;5702,18;6,05;430,21
;Misses;Germany;115;7588,99;3611,37;2,09;137,98
;Misses;Poland;115;4742,31;2156,66;3,03;124,80
38;Misses;Germany;115;5622,72;3985,86;3,97;193,89
;Misses;Germany;115;7802,54;3699,89;1,98;134,53
29;Misses;Austria;115;7787,56;3678,94;2,56;173,06
33;Misses;Austria;115;5870,09;2866,42;2,67;136,51
41;Misses;Germany;115;2321,30;1240,58;9,58;193,44
49;Misses;Austria;114;7461,24;3849,98;3,56;233,16
36;Misses;Germany;114;9326,86;7126,11;3,00;245,44
;Misses;Germany;114;5650,78;3405,68;3,17;156,97
;Misses;Germany;114;5501,73;2505,44;2,24;107,88
;Misses;Germany;114;8007,14;4033,58;2,19;153,98
;Misses;Germany;114;9461,67;4743,56;1,97;163,13
;Misses;Germany;114;8075,31;3159,64;2,15;152,36
38;Mister;;114;7691,59;1746,58;1,78;120,18
;Misses;Germany;114;5947,91;3960,89;2,92;152,51
38;Misses;Germany;114;2339,69;1960,67;4,75;97,49
;Misses;Germany;114;7131,34;4508,74;2,59;162,08
;Misses;Germany;114;9274,21;5741,24;1,78;144,91
44;Misses;Austria;114;9063,43;5103,41;1,84;146,18
42;Misses;Austria;114;4828,82;2432,83;3,45;146,33
47;Misses;Germany;114;7050,86;5570,41;8,14;503,63
57;Misses;Germany;114;5724,52;2158,02;3,26;163,56
51;Misses;Germany;114;10665,46;3924,83;3,26;304,73
42;Misses;Germany;114;4649,57;3443,98;3,56;145,30
;Misses;Germany;114;8498,82;4366,31;2,33;173,45
;Misses;Germany;114;7559,56;1899,63;2,28;151,19
47;Mister;;114;6277,80;1470,26;2,04;112,10
;Misses;Germany;114;7788,34;3456,11;2,07;141,61
;Misses;Poland;114;8873,78;3855,80;1,48;115,24
;Misses;Germany;114;6307,05;3573,75;2,71;150,17
55;Misses;Germany;113;7776,16;5343,96;3,32;228,71
50;Misses;Germany;113;3716,53;2080,58;2,90;95,30
42;Misses;Germany;113;9220,35;6989,17;3,77;307,35
28;Misses;Germany;113;5957,78;4469,62;5,38;283,70
54;Misses;Germany;113;5335,97;3455,37;5,38;254,09
30;Misses;Germany;113;4102,36;2315,21;7,53;273,49
;Misses;Germany;113;5938,83;2852,83;2,57;134,97
33;Mister;Germany;113;8208,66;4823,81;8,07;586,33
51;Misses;Germany;113;5723,60;2335,11;3,42;173,44
33;Mister;Austria;113;5975,88;2212,57;2,83;149,40
;Misses;Germany;113;6001,37;3416,25;3,14;166,70
27;Misses;Austria;113;4177,07;2578,32;2,51;92,82
;Misses;Germany;113;6769,99;3004,29;2,63;157,44
58;Misses;Germany;113;13842,91;0,00;11,30;1384,29
53;Misses;Germany;113;4851,81;2794,95;7,06;303,24
34;Misses;Austria;113;5057,38;2929,85;3,05;136,69
;Misses;Germany;113;8330,08;4827,29;2,40;177,24
38;Misses;Austria;113;6630,11;2481,02;3,53;207,19
;Misses;Germany;113;3122,36;1827,77;5,38;148,68
;Misses;Germany;113;8102,34;4446,25;2,05;147,32
29;Misses;Germany;113;4400,05;2755,67;3,42;133,33
39;Mister;Austria;113;4689,77;1523,29;3,90;161,72
;Misses;Germany;113;6865,71;2793,85;2,40;146,08
48;Misses;Germany;113;4286,47;2321,96;8,69;329,73
18;Mister;Germany;113;9200,63;1557,02;2,46;200,01
;Misses;Germany;113;7542,17;2181,66;2,31;153,92
;Misses;Germany;113;7456,76;3599,96;1,98;130,82
;Misses;Germany;113;8313,92;4447,69;2,22;163,02
;Misses;Germany;113;6364,25;2677,09;2,02;113,65
58;Misses;Germany;113;16824,55;13821,60;1,95;290,08
61;Misses;;113;8305,45;3505,52;2,46;180,55
;Misses;Germany;113;7350,00;3875,96;2,17;141,35
57;Misses;Germany;112;8483,91;4711,03;4,00;303,00
33;Misses;Austria;112;4646,17;1487,09;3,29;136,65
41;Misses;Austria;112;9945,19;5166,14;1,84;163,04
;Misses;Germany;112;7915,27;6257,80;4,31;304,43
41;Misses;Austria;112;8892,50;4570,47;2,49;197,61
;Misses;Germany;112;7174,19;3734,44;2,60;166,84
31;Mister;Germany;112;12767,43;10113,64;2,95;335,99
46;Mister;;112;7633,63;1944,02;1,65;112,26
54;Misses;Germany;112;4201,75;1469,91;1,93;72,44
;Mister;Germany;112;6681,25;4778,95;2,80;167,03
;Misses;Germany;112;8433,25;3124,48;2,33;175,69
;Misses;Germany;112;6090,65;2570,59;2,24;121,81
39;Misses;Germany;112;24964,28;21562,75;8,00;1783,16
;Misses;Germany;112;8101,44;3905,41;2,07;150,03
;Misses;Germany;112;10868,64;7246,41;2,49;241,53
27;Misses;Germany;112;4156,79;733,94;1,87;69,28
39;Misses;Austria;112;6932,02;3016,93;1,93;119,52
41;Mister;Germany;112;3931,26;1779,57;9,33;327,61
;Misses;Germany;112;9755,88;4635,41;2,80;243,90
;Misses;Germany;112;7933,98;5667,11;2,80;198,35
;Misses;Germany;112;8630,38;4667,79;2,38;183,63
;Misses;Germany;112;5730,34;3127,14;3,03;154,87
52;Misses;Germany;112;3885,02;3364,80;8,62;298,85
;Misses;Poland;112;6965,85;2780,91;1,72;107,17
29;Mister;;112;6613,15;2713,31;1,84;108,41
54;Misses;Poland;112;7927,70;3225,21;2,80;198,19
37;Mister;;112;10260,55;4116,85;1,84;168,21
33;Mister;Germany;112;11553,86;5465,47;22,40;2310,77
;Misses;Germany;112;7209,85;4129,96;3,20;206,00
;Misses;Germany;111;5649,82;1423,51;3,08;156,94
39;Misses;Austria;111;4389,23;2416,04;5,29;209,01
37;Misses;Germany;111;4790,14;3882,49;6,94;299,38
;Misses;Germany;111;5807,57;3304,42;3,36;175,99
;Misses;Germany;111;5901,29;3162,28;3,58;190,36
43;Misses;Germany;111;5974,88;5251,37;5,84;314,47
34;Misses;Germany;111;10296,67;8428,15;4,44;411,87
39;Misses;Germany;111;5503,70;4474,96;11,10;550,37
;Misses;Poland;111;4410,40;1552,80;2,71;107,57
;Misses;Germany;111;8246,38;2000,73;2,18;161,69
43;Misses;;111;8466,02;3745,02;2,36;180,13
;Misses;Germany;111;9545,15;5631,41;2,47;212,11
43;Misses;Austria;111;4251,18;1334,44;6,53;250,07
;Misses;Germany;111;8264,08;4675,48;2,09;155,93
51;Misses;Austria;111;6375,96;2524,98;2,36;135,66
;Misses;Germany;111;6880,37;2897,59;3,36;208,50
;Misses;Germany;111;7439,43;3277,41;2,36;158,29
;Misses;Germany;111;6829,89;2887,50;2,13;131,34
;Misses;Germany;111;10462,93;7776,88;2,02;190,24
56;Misses;Germany;111;6378,18;5134,44;4,83;277,31
43;Misses;Germany;111;9802,15;8176,81;3,83;338,01
;Misses;Germany;111;9681,89;5330,23;2,85;248,25
;Misses;Germany;111;6539,13;2894,04;2,09;123,38
;Misses;Germany;111;6823,89;1351,79;2,27;139,26
31;Misses;Austria;111;6429,04;3940,17;2,78;160,73
;Misses;Germany;111;8433,49;6042,34;2,78;210,84
;Misses;Germany;111;9678,51;4863,00;2,06;179,23
45;Misses;Austria;111;6743,79;2936,63;2,78;168,59
33;Misses;Austria;111;4549,97;2380,84;3,58;146,77
25;Misses;Austria;110;5811,29;2679,15;2,50;132,07
51;Misses;Germany;110;5226,87;3485,25;4,40;209,07
;Misses;Germany;110;4302,69;2034,20;3,06;119,52
;Misses;Germany;110;6375,83;3717,00;3,24;187,52
;Misses;Germany;110;8039,64;2697,33;2,44;178,66
;Misses;Germany;110;7943,65;4301,32;2,04;147,10
;Misses;Germany;110;8593,90;1379,85;3,93;306,93
32;Misses;Germany;110;6578,98;3507,31;1,55;92,66
39;Misses;Germany;110;6366,89;4923,06;3,24;187,26
;Misses;Germany;110;9038,83;2702,21;1,90;155,84
53;Misses;Germany;110;7177,16;4264,36;2,82;184,03
;Misses;Germany;110;6211,36;2905,00;1,90;107,09
69;Misses;;110;10055,90;4754,59;1,93;176,42
;Misses;Germany;110;7927,79;4712,70;2,89;208,63
;Misses;Germany;110;6912,90;3122,54;3,14;197,51
;Misses;Germany;110;6130,79;2956,62;2,44;136,24
46;Misses;Germany;110;4007,84;2755,04;7,86;286,27
;Misses;Germany;110;10130,88;5291,53;1,86;171,71
;Misses;Germany;110;8788,41;3226,39;1,96;156,94
;Misses;Germany;110;7296,95;2708,66;1,83;121,62
29;Mister;Austria;110;5176,21;1790,18;4,78;225,05
28;Misses;Austria;110;10072,77;5448,47;1,80;165,13
32;Mister;Austria;110;5941,86;1767,94;3,33;180,06
52;Mister;;110;6636,99;1178,93;2,08;125,23
46;Misses;Germany;109;4902,38;3109,34;3,76;169,05
47;Mister;Austria;109;4464,70;1801,26;3,63;148,82
54;Misses;Germany;109;6866,86;2757,48;3,76;236,79
;Misses;Germany;109;7019,65;2859,50;3,11;200,56
27;Misses;Germany;109;5539,91;919,95;21,80;1107,98
;Misses;Germany;109;7619,05;3744,18;2,22;155,49
;Misses;Germany;109;6304,66;2590,63;2,79;161,66
;Misses;Germany;109;4680,81;1903,63;2,73;117,02
;Misses;Germany;109;7814,50;4199,84;3,03;217,07
;Misses;Germany;109;6963,64;3777,76;2,22;142,12
;Misses;Germany;109;7556,21;4836,13;2,53;175,73
;Misses;Germany;109;6595,16;2994,05;1,76;106,37
;Misses;Germany;109;9039,21;4425,54;2,53;210,21
;Misses;Austria;109;5478,98;2391,92;1,88;94,47
36;Misses;Germany;109;4790,61;3463,70;8,38;368,51
;Misses;Germany;109;6906,92;3552,69;2,48;156,98
32;Misses;Austria;109;3455,76;2088,40;4,36;138,23
29;Misses;Germany;109;12579,95;10924,41;3,52;405,80
47;Misses;Austria;109;6692,80;2171,52;3,63;223,09
38;Misses;Germany;109;4196,44;3163,16;5,45;209,82
;Misses;Germany;109;7620,78;3566,57;2,18;152,42
26;Mister;;108;6435,92;2132,66;1,54;91,94
;Misses;Germany;108;11584,87;9047,05;4,50;482,70
;Misses;Germany;108;7828,81;4153,87;1,83;132,69
42;Misses;Germany;108;3303,04;2154,86;7,71;235,93
;Misses;Germany;108;8379,00;5211,09;2,63;204,37
;Misses;Germany;108;7270,32;4218,79;2,70;181,76
40;Misses;Austria;108;5937,67;2674,29;3,09;169,65
;Misses;Germany;108;10050,39;6712,85;2,77;257,70
47;Misses;Germany;108;4523,37;1498,90;2,45;102,80
42;Misses;Germany;108;7327,51;5524,83;4,15;281,83
;Misses;Germany;108;6134,11;3911,45;3,18;180,42
;Misses;Germany;108;7705,91;2213,69;2,12;151,10
67;Misses;;108;8421,63;4125,49;1,64;127,60
;Misses;Germany;108;6548,48;3852,24;2,51;152,29
;Misses;Germany;108;7675,32;3475,04;2,25;159,90
;Misses;Germany;108;7118,40;4014,91;2,16;142,37
;Misses;Germany;108;8442,89;4963,95;2,00;156,35
;Misses;Germany;108;9128,15;3090,41;2,84;240,21
;Misses;Germany;108;7694,19;3125,22;2,25;160,30
27;Misses;Austria;108;5120,20;1465,78;2,40;113,78
;Misses;Germany;108;8473,80;3987,20;1,89;148,66
;Misses;Germany;108;7650,48;3199,59;1,74;123,39
36;Misses;Austria;108;7562,29;4901,33;3,00;210,06
;Misses;Germany;108;7577,63;3956,37;2,16;151,55
;Misses;Germany;108;10324,92;7918,28;3,18;303,67
;Misses;Germany;108;7796,87;4663,07;2,30;165,89
;Mister;Germany;108;6044,96;4032,30;3,38;188,91
45;Misses;Austria;108;5961,67;3199,99;2,77;152,86
;Misses;Germany;108;7100,90;3213,52;2,08;136,56
43;Misses;Germany;108;7782,92;4974,46;7,71;555,92
;Misses;Germany;108;8059,58;2590,00;6,00;447,75
;Misses;Germany;108;10114,62;3185,36;2,63;246,70
;Misses;Germany;108;7507,25;4171,03;2,45;170,62
;Misses;Germany;108;8238,18;4526,47;3,00;228,84
57;Misses;Germany;108;6201,60;3862,78;5,40;310,08
54;Misses;Germany;108;5671,84;2369,63;4,32;226,87
25;Mister;Austria;108;6670,11;5986,54;7,20;444,67
46;Misses;Austria;107;6704,17;2979,21;2,97;186,23
31;Misses;Austria;107;7214,84;2424,91;5,35;360,74
31;Mister;Germany;107;7830,00;0,00;2,74;200,77
;Misses;Germany;107;7531,99;4140,59;2,33;163,74
;Misses;Germany;107;6768,15;3530,27;2,82;178,11
;Misses;Germany;107;6259,58;3784,24;2,74;160,50
47;Misses;Germany;107;6039,38;3812,64;5,94;335,52
52;Mister;Germany;107;6885,05;2259,79;3,15;202,50
;Misses;Germany;107;5170,95;2336,14;2,18;105,53
;Misses;Germany;107;7471,22;3976,85;2,23;155,65
39;Misses;Germany;107;10122,20;8980,09;5,35;506,11
;Misses;Germany;107;16635,52;10761,98;3,69;573,64
;Misses;Germany;107;7670,90;3772,59;1,88;134,58
40;Misses;Austria;107;8523,52;4244,72;3,06;243,53
;Misses;Germany;107;5670,95;1752,61;2,61;138,32
53;Misses;Germany;107;8406,34;4519,82;1,91;150,11
;Misses;Germany;107;6137,12;3387,29;2,89;165,87
49;Misses;Austria;107;7442,95;3577,84;1,98;137,83
;Misses;Germany;107;10056,03;5609,46;3,15;295,77
58;Misses;Netherlands;107;10453,93;8920,17;2,43;237,59
;Mister;Germany;107;5976,17;2115,76;2,68;149,40
;Misses;Germany;107;6466,52;3927,67;2,55;153,96
40;Misses;Poland;107;1407,94;0,00;107,00;1407,94
46;Misses;Austria;107;5936,27;2604,17;4,12;228,32
41;Misses;Germany;107;3662,67;1858,14;2,74;93,91
;Misses;Germany;107;9573,08;6224,83;2,38;212,74
54;Misses;Germany;107;4854,49;2513,42;6,69;303,41
;Misses;Germany;107;6192,84;3335,53;2,74;158,79
;Misses;Germany;107;7912,42;3670,80;2,43;179,83
48;Misses;Austria;107;10986,01;6123,99;2,55;261,57
;Misses;Germany;107;5945,49;2090,19;1,70;94,37
32;Misses;;107;10452,53;5044,03;1,75;171,35
;Misses;Germany;107;7295,57;2730,62;2,18;148,89
;Misses;Germany;107;4602,84;2532,89;2,61;112,26
45;Misses;Germany;107;7025,93;4505,40;3,57;234,20
44;Misses;Germany;107;4763,62;3197,05;3,69;164,26
33;Misses;Austria;106;7023,43;3974,81;2,59;171,30
;Misses;Germany;106;9917,43;6034,78;1,80;168,09
;Misses;Germany;106;6690,76;2683,53;1,89;119,48
46;Misses;Germany;106;4763,71;2010,86;4,08;183,22
;Misses;Germany;106;8314,94;4449,51;2,41;188,98
31;Mister;Germany;106;2209,14;1135,30;9,64;200,83
;Misses;Germany;106;7446,34;4182,06;2,26;158,43
44;Mister;;106;5300,30;2029,48;1,89;94,65
;Misses;Germany;106;7230,98;3267,12;2,16;147,57
;Mister;Germany;106;5489,92;2692,49;3,53;183,00
;Misses;Germany;106;9007,87;5904,37;2,04;173,23
;Misses;Germany;106;7204,17;4724,86;2,94;200,12
;Misses;Germany;106;6477,79;4163,27;5,05;308,47
54;Misses;Germany;106;8008,87;4033,08;4,08;308,03
;Misses;Germany;106;8365,25;4019,85;1,86;146,76
38;Misses;Germany;106;4214,88;2425,28;7,57;301,06
26;Misses;Austria;106;5632,03;2859,57;4,24;225,28
27;Misses;Austria;106;5990,86;2340,63;2,59;146,12
;Misses;Germany;106;5951,57;3947,36;3,21;180,35
38;Misses;;106;8497,41;4160,36;2,41;193,12
;Misses;Germany;106;9845,25;4993,39;2,52;234,41
46;Misses;Germany;106;8337,83;5516,19;4,82;378,99
51;Misses;Austria;106;4328,61;2189,94;2,21;90,18
43;Misses;Germany;106;9758,43;9133,51;5,05;464,69
59;Misses;Austria;106;6062,93;2806,13;2,86;163,86
;Misses;Germany;106;10910,43;7535,35;2,36;242,45
;Misses;Germany;106;8153,43;4177,49;2,00;153,84
53;Misses;Austria;106;8216,52;3728,44;3,21;248,99
54;Misses;Germany;106;8195,94;5734,34;2,36;182,13
;Misses;Germany;106;9781,33;5427,35;3,12;287,69
47;Misses;Austria;106;7433,02;3854,35;2,36;165,18
;Misses;Germany;105;6956,84;3472,56;1,94;128,83
36;Misses;Germany;105;2591,12;980,77;7,00;172,74
;Mister;Germany;105;4595,49;2473,05;2,84;124,20
;Misses;Germany;105;8799,93;4437,01;2,06;172,55
;Misses;Germany;105;7048,22;3343,59;1,75;117,47
48;Misses;Germany;105;11668,13;6529,46;2,76;307,06
;Misses;Germany;105;5813,78;2778,83;2,33;129,20
;Misses;Germany;105;8350,21;5240,02;3,18;253,04
;Misses;Germany;105;6843,65;1639,68;2,76;180,10
;Misses;Germany;105;7132,50;3655,09;3,00;203,79
55;Misses;Germany;105;7393,02;3764,62;3,09;217,44
41;Misses;Germany;105;4338,51;3013,31;2,44;100,90
;Mister;Germany;105;6305,05;2853,11;5,25;315,25
64;Misses;Germany;105;3101,75;2611,96;10,50;310,18
;Misses;Germany;105;6561,25;3548,91;2,19;136,69
45;Misses;Austria;105;4519,85;1992,37;3,28;141,25
41;Misses;Germany;105;4919,19;2862,67;5,53;258,90
;Misses;Germany;105;8245,13;4334,72;2,92;229,03
;Misses;Germany;105;6527,86;2020,68;2,02;125,54
;Misses;Germany;105;7216,02;4687,96;2,33;160,36
;Misses;Germany;105;6199,65;3148,33;3,28;193,74
;Misses;Germany;105;5937,65;3277,49;2,44;138,08
;Misses;Germany;105;6612,78;3547,02;2,23;140,70
44;Misses;Austria;105;5069,61;3032,17;3,18;153,62
38;Misses;Poland;105;11741,76;7471,90;17,50;1956,96
;Misses;Germany;105;8309,94;4936,44;1,91;151,09
;Misses;Germany;105;6741,69;3335,62;2,10;134,83
;Misses;Germany;104;7474,34;1782,75;2,12;152,54
;Misses;Austria;104;6685,70;1749,68;1,89;121,56
36;Mister;Germany;104;1080,56;0,00;104,00;1080,56
48;Misses;Germany;104;8353,99;5795,99;3,47;278,47
31;Mister;Poland;104;9246,92;0,00;20,80;1849,38
;Mister;Germany;104;4648,01;2344,05;3,85;172,15
;Misses;Germany;104;5545,42;3102,89;2,12;113,17
36;Misses;Germany;104;8875,13;7230,65;3,25;277,35
;Misses;Germany;104;8146,88;4183,59;1,82;142,93
53;Misses;Germany;104;8952,30;6811,51;2,97;255,78
;Misses;Germany;104;7002,93;2491,62;1,58;106,11
;Misses;Germany;104;9829,01;6309,79;2,31;218,42
61;Misses;;104;6519,67;2204,24;1,28;80,49
;Misses;Germany;104;7460,21;4745,94;2,67;191,29
;Misses;Germany;104;4441,14;2182,83;2,81;120,03
;Misses;Germany;104;5035,35;1742,46;2,48;119,89
;Misses;Germany;104;5292,65;1902,16;3,71;189,02
31;Misses;Germany;104;3285,83;1173,09;13,00;410,73
;Misses;Germany;104;9991,18;4914,58;2,00;192,14
;Misses;Germany;104;8690,92;3965,61;2,12;177,37
54;Misses;Austria;104;6457,57;2809,21;2,26;140,38
;Misses;Germany;104;5014,72;2397,10;2,89;139,30
;Misses;Germany;104;9772,96;5206,55;2,26;212,46
53;Misses;Austria;104;5356,87;2099,91;2,81;144,78
;Misses;Germany;104;6866,20;3270,58;2,60;171,66
;Misses;Germany;104;6222,74;2305,35;2,60;155,57
53;Mister;Austria;103;5207,07;1568,27;3,12;157,79
51;Misses;Austria;103;5202,16;1642,11;2,40;120,98
49;Misses;Germany;103;4308,76;2374,51;4,68;195,85
;Misses;Germany;103;6801,43;3074,72;2,24;147,86
;Misses;Germany;103;8906,04;6505,61;3,12;269,88
;Misses;Germany;103;6020,64;1742,23;1,87;109,47
;Misses;Germany;103;6818,59;3504,90;2,24;148,23
;Mister;Germany;103;7624,57;3455,29;3,81;282,39
48;Misses;Germany;103;7937,09;4339,92;1,56;120,26
34;Misses;Austria;103;4920,73;1622,37;3,12;149,11
;Mister;Germany;103;5800,96;2157,65;3,12;175,79
48;Misses;Germany;103;4072,36;2769,24;6,87;271,49
28;Misses;Austria;103;5876,05;2312,99;2,94;167,89
47;Misses;Austria;103;6122,03;2233,56;2,15;127,54
;Misses;Germany;103;5356,10;2573,84;2,94;153,03
;Misses;Germany;103;7479,58;3607,04;2,15;155,82
25;Misses;Austria;103;6451,14;1173,58;2,71;169,77
;Misses;Germany;103;6051,41;3167,73;2,06;121,03
;Misses;Germany;103;8567,06;4948,64;2,06;171,34
40;Misses;Germany;103;4015,32;2391,23;8,58;334,61
;Misses;Germany;103;8122,04;2515,21;2,15;169,21
;Misses;Germany;103;7785,27;2924,75;1,75;131,95
;Misses;Germany;103;7951,57;6100,17;2,24;172,86
;Misses;Germany;103;6197,36;2772,72;2,06;123,95
;Misses;Germany;103;9630,85;6994,05;2,71;253,44
;Misses;Germany;103;5593,96;1774,78;2,78;151,19
40;Misses;;103;8017,04;3609,36;2,15;167,02
37;Misses;Austria;103;8307,73;5918,07;1,58;127,81
;Misses;Germany;103;7891,47;2807,23;1,94;148,90
43;Misses;Austria;103;6231,37;3185,16;3,22;194,73
;Misses;Germany;103;6987,43;2784,88;2,29;155,28
58;Misses;Germany;103;9433,46;4512,61;2,10;192,52
;Misses;Germany;103;7629,34;2750,40;2,02;149,59
;Misses;Germany;103;7073,15;3300,66;2,02;138,69
;Misses;Germany;102;5961,73;2702,56;1,79;104,59
46;Misses;Germany;102;6568,42;3752,75;4,25;273,68
52;Misses;Poland;102;3255,04;2491,92;11,33;361,67
;Misses;Germany;102;6116,87;3270,98;2,17;130,15
;Misses;Germany;102;5996,40;2974,16;3,09;181,71
;Misses;Germany;102;4904,78;1165,81;3,52;169,13
29;Mister;Austria;102;7182,42;3500,88;3,64;256,52
58;Mister;Austria;102;5194,98;3777,38;17,00;865,83
56;Misses;Poland;102;3611,86;2114,06;6,00;212,46
31;Misses;Germany;102;7550,63;5177,72;3,19;235,96
26;Misses;Austria;102;5119,61;3135,59;3,29;165,15
;Mister;Germany;102;3349,28;1641,29;6,80;223,29
;Misses;Germany;102;7848,73;5107,49;2,08;160,18
;Misses;Germany;102;6055,23;3372,63;2,37;140,82
;Misses;Germany;102;7547,34;3378,91;2,17;160,58
55;Misses;Germany;102;7696,27;4703,24;3,92;296,01
;Misses;Germany;102;5244,36;1938,53;3,19;163,89
;Misses;Germany;102;6041,10;3559,96;3,09;183,06
;Misses;Germany;102;7132,98;4423,39;2,49;173,98
;Misses;Germany;102;6122,20;2294,76;1,92;115,51
57;Mister;Germany;102;9839,48;5559,87;10,20;983,95
;Misses;Germany;102;5678,24;2986,67;1,89;105,15
33;Misses;Germany;102;4096,42;2949,11;3,52;141,26
28;Mister;Austria;102;4667,05;2772,14;3,00;137,27
28;Mister;;102;10010,22;5911,02;2,49;244,15
51;Misses;Austria;102;7859,66;2641,46;2,27;174,66
;Misses;Germany;102;6110,98;4179,91;2,49;149,05
53;Misses;Germany;102;5608,05;3850,93;1,55;84,97
;Misses;Germany;102;7141,46;4370,47;3,64;255,05
;Misses;Germany;102;7411,74;5277,34;2,91;211,76
;Misses;Germany;102;7751,66;3917,75;1,85;140,94
;Misses;Germany;102;6546,78;3062,33;2,08;133,61
;Misses;Germany;102;5437,98;3382,48;3,78;201,41
43;Misses;Austria;102;6593,67;2482,14;2,83;183,16
60;Misses;Germany;102;5317,14;2474,32;4,43;231,18
50;Misses;Germany;102;11099,63;7679,29;2,76;299,99
;Misses;Germany;102;5994,77;2731,77;2,32;136,24
44;Misses;Austria;102;5415,94;3467,22;2,55;135,40
;Misses;Germany;101;6373,09;2243,29;2,02;127,46
;Misses;Germany;101;3696,59;1424,65;2,24;82,15
;Misses;Germany;101;9059,06;5824,10;1,98;177,63
;Misses;Germany;101;6132,82;2554,30;2,10;127,77
39;Misses;Germany;101;3591,08;2637,70;5,32;189,00
;Misses;Germany;101;4225,67;1705,90;2,15;89,91
49;Misses;Germany;101;3869,59;2775,01;2,15;82,33
55;Mister;;101;9566,75;3971,85;2,10;199,31
25;Misses;;101;7328,32;3232,41;1,80;130,86
;Misses;Germany;101;8134,69;3635,25;2,59;208,58
